date,sku_id,product_name,category,warehouse,unit_cost,shelf_life_days,lead_time_days,reorder_point,reorder_qty,demand_units,inventory_level,stockout_units,promotion,day_of_week,month,quarter,is_weekend,year,days_of_stock,stockout_flag
11-12-2023,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,74,1859,0,0,0,12,4,0,2023,25.1,0
12-12-2023,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,80,1779,0,0,1,12,4,0,2023,22.2,0
13-12-2023,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,77,1702,0,0,2,12,4,0,2023,22.1,0
14-12-2023,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,66,1636,0,0,3,12,4,0,2023,24.8,0
15-12-2023,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,79,1557,0,0,4,12,4,0,2023,19.7,0
16-12-2023,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,80,1477,0,0,5,12,4,1,2023,18.5,0
17-12-2023,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,103,1374,0,0,6,12,4,1,2023,13.3,0
18-12-2023,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,78,1296,0,0,0,12,4,0,2023,16.6,0
19-12-2023,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,68,1228,0,0,1,12,4,0,2023,18.1,0
20-12-2023,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,77,1151,0,0,2,12,4,0,2023,14.9,0
21-12-2023,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,66,1085,0,0,3,12,4,0,2023,16.4,0
22-12-2023,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,76,1009,0,0,4,12,4,0,2023,13.3,0
23-12-2023,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,83,926,0,0,5,12,4,1,2023,11.2,0
24-12-2023,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,77,849,0,0,6,12,4,1,2023,11,0
25-12-2023,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,67,782,0,0,0,12,4,0,2023,11.7,0
26-12-2023,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,96,686,0,0,1,12,4,0,2023,7.1,0
27-12-2023,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,75,611,0,0,2,12,4,0,2023,8.1,0
28-12-2023,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,70,541,0,0,3,12,4,0,2023,7.7,0
29-12-2023,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,69,472,0,0,4,12,4,0,2023,6.8,0
30-12-2023,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,90,3082,0,0,5,12,4,1,2023,34.2,0
31-12-2023,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,79,3003,0,0,6,12,4,1,2023,38,0
01-01-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,67,2936,0,0,0,1,1,0,2024,43.8,0
02-01-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,77,2859,0,0,1,1,1,0,2024,37.1,0
03-01-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,77,2782,0,0,2,1,1,0,2024,36.1,0
04-01-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,74,2708,0,0,3,1,1,0,2024,36.6,0
05-01-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,69,2639,0,0,4,1,1,0,2024,38.2,0
06-01-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,85,2554,0,0,5,1,1,1,2024,30,0
07-01-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,84,2470,0,0,6,1,1,1,2024,29.4,0
08-01-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,72,2398,0,0,0,1,1,0,2024,33.3,0
09-01-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,80,2318,0,0,1,1,1,0,2024,29,0
10-01-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,98,2220,0,0,2,1,1,0,2024,22.7,0
11-01-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,118,2130,0,1,3,1,1,0,2024,18.1,0
12-01-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,134,2034,0,1,4,1,1,0,2024,15.2,0
13-01-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,129,1951,0,1,5,1,1,1,2024,15.1,0
14-01-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,143,1844,0,1,6,1,1,1,2024,12.9,0
15-01-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,119,1764,0,1,0,1,1,0,2024,14.8,0
16-01-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,137,1677,0,1,1,1,1,0,2024,12.2,0
17-01-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,118,1595,0,1,2,1,1,0,2024,13.5,0
18-01-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,75,1520,0,0,3,1,1,0,2024,20.3,0
19-01-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,84,1436,0,0,4,1,1,0,2024,17.1,0
20-01-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,95,1341,0,0,5,1,1,1,2024,14.1,0
21-01-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,70,1271,0,0,6,1,1,1,2024,18.2,0
22-01-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,77,1194,0,0,0,1,1,0,2024,15.5,0
23-01-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,86,1108,0,0,1,1,1,0,2024,12.9,0
24-01-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,80,1028,0,0,2,1,1,0,2024,12.8,0
25-01-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,82,946,0,0,3,1,1,0,2024,11.5,0
26-01-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,71,875,0,0,4,1,1,0,2024,12.3,0
27-01-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,92,783,0,0,5,1,1,1,2024,8.5,0
28-01-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,88,695,0,0,6,1,1,1,2024,7.9,0
29-01-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,76,619,0,0,0,1,1,0,2024,8.1,0
30-01-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,71,548,0,0,1,1,1,0,2024,7.7,0
31-01-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,86,462,0,0,2,1,1,0,2024,5.4,0
01-02-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,91,3071,0,0,3,2,1,0,2024,33.7,0
02-02-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,90,2981,0,0,4,2,1,0,2024,33.1,0
03-02-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,125,2856,0,0,5,2,1,1,2024,22.8,0
04-02-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,106,2750,0,0,6,2,1,1,2024,25.9,0
05-02-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,100,2650,0,0,0,2,1,0,2024,26.5,0
06-02-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,90,2560,0,0,1,2,1,0,2024,28.4,0
07-02-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,83,2477,0,0,2,2,1,0,2024,29.8,0
08-02-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,76,2401,0,0,3,2,1,0,2024,31.6,0
09-02-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,90,2311,0,0,4,2,1,0,2024,25.7,0
10-02-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,101,2243,0,1,5,2,1,1,2024,22.2,0
11-02-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,172,2140,0,1,6,2,1,1,2024,12.4,0
12-02-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,134,2050,0,1,0,2,1,0,2024,15.3,0
13-02-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,85,1965,0,0,1,2,1,0,2024,23.1,0
14-02-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,86,1879,0,0,2,2,1,0,2024,21.8,0
15-02-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,74,1805,0,0,3,2,1,0,2024,24.4,0
16-02-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,102,1703,0,0,4,2,1,0,2024,16.7,0
17-02-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,96,1607,0,0,5,2,1,1,2024,16.7,0
18-02-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,89,1518,0,0,6,2,1,1,2024,17.1,0
19-02-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,93,1425,0,0,0,2,1,0,2024,15.3,0
20-02-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,88,1337,0,0,1,2,1,0,2024,15.2,0
21-02-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,83,1254,0,0,2,2,1,0,2024,15.1,0
22-02-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,82,1172,0,0,3,2,1,0,2024,14.3,0
23-02-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,87,1085,0,0,4,2,1,0,2024,12.5,0
24-02-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,116,969,0,0,5,2,1,1,2024,8.4,0
25-02-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,106,863,0,0,6,2,1,1,2024,8.1,0
26-02-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,130,776,0,1,0,2,1,0,2024,6,0
27-02-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,141,680,0,1,1,2,1,0,2024,4.8,0
28-02-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,129,592,0,1,2,2,1,0,2024,4.6,0
29-02-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,150,501,0,1,3,2,1,0,2024,3.3,0
01-03-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,139,399,0,1,4,3,1,0,2024,2.9,0
02-03-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,123,276,0,0,5,3,1,1,2024,2.2,0
03-03-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,109,2867,0,0,6,3,1,1,2024,26.3,0
04-03-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,86,2781,0,0,0,3,1,0,2024,32.3,0
05-03-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,111,2670,0,0,1,3,1,0,2024,24.1,0
06-03-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,118,2552,0,0,2,3,1,0,2024,21.6,0
07-03-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,87,2465,0,0,3,3,1,0,2024,28.3,0
08-03-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,102,2363,0,0,4,3,1,0,2024,23.2,0
09-03-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,109,2254,0,0,5,3,1,1,2024,20.7,0
10-03-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,127,2127,0,0,6,3,1,1,2024,16.7,0
11-03-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,103,2024,0,0,0,3,1,0,2024,19.7,0
12-03-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,140,1884,0,0,1,3,1,0,2024,13.5,0
13-03-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,96,1788,0,0,2,3,1,0,2024,18.6,0
14-03-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,118,1670,0,0,3,3,1,0,2024,14.2,0
15-03-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,119,1551,0,0,4,3,1,0,2024,13,0
16-03-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,122,1429,0,0,5,3,1,1,2024,11.7,0
17-03-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,115,1314,0,0,6,3,1,1,2024,11.4,0
18-03-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,101,1213,0,0,0,3,1,0,2024,12,0
19-03-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,100,1113,0,0,1,3,1,0,2024,11.1,0
20-03-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,114,999,0,0,2,3,1,0,2024,8.8,0
21-03-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,133,909,0,1,3,3,1,0,2024,6.8,0
22-03-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,165,811,0,1,4,3,1,0,2024,4.9,0
23-03-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,146,700,0,1,5,3,1,1,2024,4.8,0
24-03-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,119,609,0,1,6,3,1,1,2024,5.1,0
25-03-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,183,499,0,1,0,3,1,0,2024,2.7,0
26-03-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,187,386,0,1,1,3,1,0,2024,2.1,0
27-03-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,130,294,0,1,2,3,1,0,2024,2.3,0
28-03-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,112,2882,0,0,3,3,1,0,2024,25.7,0
29-03-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,81,2801,0,0,4,3,1,0,2024,34.6,0
30-03-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,115,2686,0,0,5,3,1,1,2024,23.4,0
31-03-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,113,2573,0,0,6,3,1,1,2024,22.8,0
01-04-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,114,2459,0,0,0,4,2,0,2024,21.6,0
02-04-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,114,2345,0,0,1,4,2,0,2024,20.6,0
03-04-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,112,2233,0,0,2,4,2,0,2024,19.9,0
04-04-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,107,2126,0,0,3,4,2,0,2024,19.9,0
05-04-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,111,2015,0,0,4,4,2,0,2024,18.2,0
06-04-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,151,1864,0,0,5,4,2,1,2024,12.3,0
07-04-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,121,1743,0,0,6,4,2,1,2024,14.4,0
08-04-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,143,1600,0,0,0,4,2,0,2024,11.2,0
09-04-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,104,1496,0,0,1,4,2,0,2024,14.4,0
10-04-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,116,1380,0,0,2,4,2,0,2024,11.9,0
11-04-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,120,1260,0,0,3,4,2,0,2024,10.5,0
12-04-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,109,1151,0,0,4,4,2,0,2024,10.6,0
13-04-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,151,1000,0,0,5,4,2,1,2024,6.6,0
14-04-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,138,862,0,0,6,4,2,1,2024,6.2,0
15-04-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,110,752,0,0,0,4,2,0,2024,6.8,0
16-04-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,131,621,0,0,1,4,2,0,2024,4.7,0
17-04-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,99,522,0,0,2,4,2,0,2024,5.3,0
18-04-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,105,417,0,0,3,4,2,0,2024,4,0
19-04-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,120,297,0,0,4,4,2,0,2024,2.5,0
20-04-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,142,155,0,0,5,4,2,1,2024,1.1,0
21-04-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,135,2720,0,0,6,4,2,1,2024,20.1,0
22-04-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,111,2609,0,0,0,4,2,0,2024,23.5,0
23-04-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,110,2499,0,0,1,4,2,0,2024,22.7,0
24-04-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,128,2371,0,0,2,4,2,0,2024,18.5,0
25-04-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,116,2255,0,0,3,4,2,0,2024,19.4,0
26-04-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,101,2154,0,0,4,4,2,0,2024,21.3,0
27-04-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,115,2039,0,0,5,4,2,1,2024,17.7,0
28-04-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,154,1885,0,0,6,4,2,1,2024,12.2,0
29-04-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,103,1782,0,0,0,4,2,0,2024,17.3,0
30-04-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,117,1665,0,0,1,4,2,0,2024,14.2,0
01-05-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,213,1523,0,1,2,5,2,0,2024,7.2,0
02-05-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,188,1393,0,1,3,5,2,0,2024,7.4,0
03-05-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,182,1282,0,1,4,5,2,0,2024,7,0
04-05-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,205,1159,0,1,5,5,2,1,2024,5.7,0
05-05-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,234,987,0,1,6,5,2,1,2024,4.2,0
06-05-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,164,880,0,1,0,5,2,0,2024,5.4,0
07-05-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,154,766,0,1,1,5,2,0,2024,5,0
08-05-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,212,638,0,1,2,5,2,0,2024,3,0
09-05-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,119,519,0,0,3,5,2,0,2024,4.4,0
10-05-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,131,388,0,0,4,5,2,0,2024,3,0
11-05-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,116,272,0,0,5,5,2,1,2024,2.3,0
12-05-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,137,135,0,0,6,5,2,1,2024,1,0
13-05-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,132,2703,0,0,0,5,2,0,2024,20.5,0
14-05-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,132,2571,0,0,1,5,2,0,2024,19.5,0
15-05-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,114,2457,0,0,2,5,2,0,2024,21.6,0
16-05-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,107,2350,0,0,3,5,2,0,2024,22,0
17-05-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,126,2224,0,0,4,5,2,0,2024,17.7,0
18-05-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,119,2105,0,0,5,5,2,1,2024,17.7,0
19-05-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,163,1942,0,0,6,5,2,1,2024,11.9,0
20-05-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,125,1817,0,0,0,5,2,0,2024,14.5,0
21-05-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,112,1705,0,0,1,5,2,0,2024,15.2,0
22-05-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,107,1598,0,0,2,5,2,0,2024,14.9,0
23-05-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,113,1485,0,0,3,5,2,0,2024,13.1,0
24-05-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,100,1385,0,0,4,5,2,0,2024,13.8,0
25-05-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,149,1236,0,0,5,5,2,1,2024,8.3,0
26-05-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,127,1109,0,0,6,5,2,1,2024,8.7,0
27-05-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,129,980,0,0,0,5,2,0,2024,7.6,0
28-05-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,131,849,0,0,1,5,2,0,2024,6.5,0
29-05-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,137,712,0,0,2,5,2,0,2024,5.2,0
30-05-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,126,586,0,0,3,5,2,0,2024,4.7,0
31-05-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,139,447,0,0,4,5,2,0,2024,3.2,0
01-06-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,169,278,0,0,5,6,2,1,2024,1.6,0
02-06-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,150,128,0,0,6,6,2,1,2024,0.9,0
03-06-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,131,0,3,0,0,6,2,0,2024,0,1
04-06-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,118,2582,0,0,1,6,2,0,2024,21.9,0
05-06-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,111,2471,0,0,2,6,2,0,2024,22.3,0
06-06-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,146,2325,0,0,3,6,2,0,2024,15.9,0
07-06-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,135,2190,0,0,4,6,2,0,2024,16.2,0
08-06-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,157,2033,0,0,5,6,2,1,2024,12.9,0
09-06-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,135,1898,0,0,6,6,2,1,2024,14.1,0
10-06-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,151,1747,0,0,0,6,2,0,2024,11.6,0
11-06-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,123,1624,0,0,1,6,2,0,2024,13.2,0
12-06-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,114,1510,0,0,2,6,2,0,2024,13.2,0
13-06-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,118,1392,0,0,3,6,2,0,2024,11.8,0
14-06-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,150,1242,0,0,4,6,2,0,2024,8.3,0
15-06-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,126,1116,0,0,5,6,2,1,2024,8.9,0
16-06-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,132,984,0,0,6,6,2,1,2024,7.5,0
17-06-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,170,814,0,0,0,6,2,0,2024,4.8,0
18-06-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,141,673,0,0,1,6,2,0,2024,4.8,0
19-06-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,115,558,0,0,2,6,2,0,2024,4.9,0
20-06-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,110,448,0,0,3,6,2,0,2024,4.1,0
21-06-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,101,347,0,0,4,6,2,0,2024,3.4,0
22-06-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,147,200,0,0,5,6,2,1,2024,1.4,0
23-06-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,158,42,0,0,6,6,2,1,2024,0.3,0
24-06-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,149,2593,0,0,0,6,2,0,2024,17.4,0
25-06-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,98,2495,0,0,1,6,2,0,2024,25.5,0
26-06-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,106,2389,0,0,2,6,2,0,2024,22.5,0
27-06-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,125,2264,0,0,3,6,2,0,2024,18.1,0
28-06-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,169,2095,0,0,4,6,2,0,2024,12.4,0
29-06-2024,SKU-008,Notebook A5,Stationery,WH-North,3.5,,8,1080,2700,161,1934,0,0,5,6,2,1,2024,12,0
